condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	57.5104	1.666400000000003	1.0	1	hit
WinSmall	69.2438	1.6669000000000125	1.0	1	hit
WinBig	86.5954	1.6500000000000057	1.0	1	hit
WinSmall	105.9305	1.6829000000000036	1.0	1	hit
WinBig	114.0638	1.6831999999999994	1.0	1	hit
WinBig	170.0104	1.7331000000000074	1.0	1	hit
WinBig	175.6276	1.7402999999999906	1.0	1	hit
WinBig	236.6551	1.7339000000000055	1.0	1	hit
WinBig	276.0064	1.6519999999999868	1.0	1	hit
WinSmall	290.242	1.6499999999999773	1.0	1	hit
WinSmall	301.9764	1.6829999999999927	1.0	1	hit
WinBig	324.9113	1.699700000000007	1.0	1	hit
WinBig	346.717	1.7288000000000352	1.0	1	hit
WinBig	45.7261	1.7158999999999978	0.0	1	miss
WinBig	158.7997	1.700400000000002	0.0	1	miss
WinSmall	188.852	1.7493000000000052	0.0	1	miss
WinSmall	201.5977	1.7556999999999903	0.0	1	miss
WinSmall	255.0709	1.7017999999999915	0.0	1	miss
WinSmall	268.34	1.699200000000019	0.0	1	miss
WinSmall	307.6097	1.6667000000000485	0.0	1	miss
