condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	60.0346	1.6163000000000025	1.0	1	hit
WinSmall	67.1025	1.6666999999999916	1.0	1	hit
WinSmall	78.3536	1.6663999999999959	1.0	1	hit
WinBig	103.3059	1.699300000000008	1.0	1	hit
WinBig	206.2446	1.5838999999999999	1.0	1	hit
WinSmall	226.0298	1.6340000000000146	1.0	1	hit
WinSmall	241.7647	1.6329999999999814	1.0	1	hit
WinBig	279.3794	1.683300000000031	1.0	1	hit
WinBig	302.3822	1.6692999999999643	1.0	1	hit
WinSmall	313.6189	1.697999999999979	1.0	1	hit
WinBig	321.8184	1.6172000000000253	1.0	1	hit
WinSmall	348.7213	1.649499999999989	1.0	1	hit
WinBig	85.4379	1.699300000000008	0.0	1	miss
WinSmall	97.1554	1.7325000000000017	0.0	1	miss
WinBig	115.573	1.699700000000007	0.0	1	miss
WinSmall	127.876	1.663499999999999	0.0	1	miss
WinBig	133.5104	1.6469999999999914	0.0	1	miss
WinSmall	161.0088	1.5999999999999943	0.0	1	miss
WinSmall	252.9933	1.6214999999999975	0.0	1	miss
WinBig	285.0005	1.6992999999999938	0.0	1	miss
