condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	84.8139	1.599899999999991	1.0	1	hit
WinSmall	123.9998	1.5998000000000019	1.0	1	hit
WinBig	143.3346	1.633100000000013	1.0	1	hit
WinSmall	166.8352	1.6172000000000253	1.0	1	hit
WinSmall	179.5441	1.6587000000000103	1.0	1	hit
WinSmall	197.3875	1.6500000000000057	1.0	1	hit
WinSmall	228.9398	1.6606000000000165	1.0	1	hit
WinBig	241.2234	1.6505999999999972	1.0	1	hit
WinBig	318.096	1.5994999999999777	1.0	1	hit
WinBig	29.6744	1.7497000000000007	0.0	1	miss
WinBig	37.8257	1.7338000000000022	0.0	1	miss
WinSmall	44.4762	1.7501000000000033	0.0	1	miss
WinSmall	52.6773	1.6844999999999999	0.0	1	miss
WinBig	58.8123	1.6662999999999997	0.0	1	miss
WinBig	185.1781	1.6425000000000125	0.0	1	miss
WinSmall	221.2831	1.6842000000000041	0.0	1	miss
WinBig	234.5846	1.6495999999999924	0.0	1	miss
WinSmall	261.5881	1.599899999999991	0.0	1	miss
WinSmall	311.9616	1.5999000000000478	0.0	1	miss
WinBig	323.7793	1.5335000000000036	0.0	1	miss
