condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	35.6563	1.7276999999999987	1.0	1	hit
WinBig	41.2897	1.7112999999999943	1.0	1	hit
WinBig	46.901	1.7339999999999947	1.0	1	hit
WinBig	87.6212	1.750399999999999	1.0	1	hit
WinSmall	169.6067	1.7335000000000207	1.0	1	hit
WinBig	215.3956	1.7175000000000011	1.0	1	hit
WinBig	226.6628	1.7169999999999845	1.0	1	hit
WinSmall	232.7988	1.731899999999996	1.0	1	hit
WinBig	298.9573	1.7275000000000205	1.0	1	hit
WinSmall	350.8887	1.66640000000001	1.0	1	hit
WinSmall	54.9918	1.7605000000000004	0.0	1	miss
WinBig	71.8608	1.7430000000000092	0.0	1	miss
WinBig	135.9581	1.778899999999993	0.0	1	miss
WinBig	143.1032	1.7549000000000206	0.0	1	miss
WinSmall	150.7253	1.766699999999986	0.0	1	miss
WinSmall	201.178	1.6841000000000008	0.0	1	miss
WinSmall	221.0466	1.6992999999999938	0.0	1	miss
WinSmall	272.4661	1.7506999999999948	0.0	1	miss
WinBig	292.323	1.7450000000000045	0.0	1	miss
WinSmall	344.2464	1.691500000000019	0.0	1	miss
