condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	53.73	1.6162000000000063	1.0	1	hit
WinBig	67.9642	1.6162999999999954	1.0	1	hit
WinSmall	108.0835	1.6333999999999946	1.0	1	hit
WinBig	121.301	1.6664999999999992	1.0	1	hit
WinBig	181.7879	1.683400000000006	1.0	1	hit
WinBig	201.6218	1.6844999999999857	1.0	1	hit
WinSmall	220.9538	1.717000000000013	1.0	1	hit
WinBig	227.0709	1.7035000000000196	1.0	1	hit
WinSmall	250.0073	1.734800000000007	1.0	1	hit
WinSmall	263.7598	1.7169000000000096	1.0	1	hit
WinSmall	311.73	1.649499999999989	1.0	1	hit
WinBig	325.414	1.7035000000000196	1.0	1	hit
WinSmall	331.048	1.6999000000000137	1.0	1	hit
WinBig	336.6983	1.683400000000006	1.0	1	hit
WinBig	27.2117	1.6495999999999995	0.0	1	miss
WinSmall	48.0625	1.6666000000000025	0.0	1	miss
WinBig	147.2195	1.6828999999999894	0.0	1	miss
WinSmall	161.946	1.6907999999999959	0.0	1	miss
WinSmall	244.3898	1.7332999999999856	0.0	1	miss
WinSmall	275.5608	1.6663000000000352	0.0	1	miss
