condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	68.4228	1.5999000000000052	1.0	1	hit
WinSmall	88.3408	1.5619999999999976	1.0	1	hit
WinSmall	121.9736	1.535499999999999	1.0	1	hit
WinSmall	187.514	1.5486999999999966	1.0	1	hit
WinBig	205.3475	1.5507000000000062	1.0	1	hit
WinBig	221.066	1.583200000000005	1.0	1	hit
WinBig	226.7167	1.5656999999999925	1.0	1	hit
WinBig	262.3516	1.6175000000000068	1.0	1	hit
WinSmall	277.5865	1.6164999999999736	1.0	1	hit
WinBig	315.2891	1.58299999999997	1.0	1	hit
WinSmall	327.0228	1.5831999999999766	1.0	1	hit
WinSmall	57.0991	1.6668999999999983	0.0	1	miss
WinBig	62.789	1.6113	0.0	1	miss
WinSmall	94.4707	1.553600000000003	0.0	1	miss
WinBig	114.8399	1.533699999999996	0.0	1	miss
WinBig	163.6114	1.5175999999999874	0.0	1	miss
WinSmall	237.9164	1.6006999999999891	0.0	1	miss
WinSmall	289.3373	1.6002999999999474	0.0	1	miss
WinBig	345.8406	1.6123000000000047	0.0	1	miss
WinBig	351.4873	1.5831999999999766	0.0	1	miss
