condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	71.2875	1.6670000000000016	1.0	1	hit
WinSmall	90.1557	1.6829000000000036	1.0	1	hit
WinBig	96.2627	1.6937000000000069	1.0	1	hit
WinSmall	108.023	1.7002999999999986	1.0	1	hit
WinBig	155.3592	1.7007000000000119	1.0	1	hit
WinSmall	166.5936	1.7113999999999976	1.0	1	hit
WinSmall	172.705	1.723099999999988	1.0	1	hit
WinSmall	220.5123	1.7323999999999842	1.0	1	hit
WinBig	245.532	1.6829999999999927	1.0	1	hit
WinBig	271.4682	1.6990999999999872	1.0	1	hit
WinBig	40.7191	1.6336000000000013	0.0	1	miss
WinSmall	135.0008	1.7244000000000028	0.0	1	miss
WinBig	192.5123	1.7631999999999834	0.0	1	miss
WinSmall	199.146	1.7497000000000185	0.0	1	miss
WinBig	226.1459	1.7184999999999775	0.0	1	miss
WinBig	296.9025	1.716600000000028	0.0	1	miss
WinSmall	322.3706	1.716799999999978	0.0	1	miss
WinBig	328.9928	1.7117000000000075	0.0	1	miss
WinBig	342.2944	1.6777000000000157	0.0	1	miss
WinSmall	350.4227	1.666499999999985	0.0	1	miss
