condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	72.0429	1.6169000000000011	1.0	1	hit
WinBig	79.2274	1.550699999999992	1.0	1	hit
WinSmall	90.9631	1.5662999999999982	1.0	1	hit
WinBig	97.0801	1.5660999999999916	1.0	1	hit
WinBig	109.3315	1.582499999999996	1.0	1	hit
WinBig	127.1818	1.6329999999999956	1.0	1	hit
WinSmall	154.6002	1.6495999999999924	1.0	1	hit
WinBig	199.9037	1.6326999999999998	1.0	1	hit
WinSmall	235.4886	1.6169000000000153	1.0	1	hit
WinBig	273.1414	1.6457000000000335	1.0	1	hit
WinBig	296.1226	1.633100000000013	1.0	1	hit
WinBig	315.4755	1.6520999999999617	1.0	1	hit
WinSmall	342.3955	1.6668999999999983	1.0	1	hit
WinBig	53.6077	1.6332000000000022	0.0	1	miss
WinSmall	60.7772	1.5996000000000024	0.0	1	miss
WinSmall	121.548	1.6333999999999946	0.0	1	miss
WinSmall	219.7545	1.616500000000002	0.0	1	miss
WinSmall	246.7228	1.6158999999999821	0.0	1	miss
WinBig	278.7908	1.6175999999999817	0.0	1	miss
WinSmall	307.3581	1.6493000000000393	0.0	1	miss
