condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	66.7084	1.5692000000000093	1.0	1	hit
WinBig	80.9276	1.5165999999999968	1.0	1	hit
WinSmall	121.1567	1.5400999999999954	1.0	1	hit
WinBig	160.3044	1.5622000000000185	1.0	1	hit
WinSmall	175.0893	1.5267000000000053	1.0	1	hit
WinBig	194.8922	1.5158999999999878	1.0	1	hit
WinBig	214.7146	1.5285000000000082	1.0	1	hit
WinBig	240.0981	1.5625	1.0	1	hit
WinSmall	276.7695	1.5178999999999974	1.0	1	hit
WinSmall	288.521	1.5165999999999826	1.0	1	hit
WinSmall	324.7583	1.5308999999999742	1.0	1	hit
WinBig	349.6453	1.5200999999999567	1.0	1	hit
WinBig	40.2708	1.5886999999999958	0.0	1	miss
WinSmall	61.0565	1.5945000000000036	0.0	1	miss
WinBig	134.3389	1.566900000000004	0.0	1	miss
WinSmall	233.967	1.5739999999999839	0.0	1	miss
WinSmall	257.3858	1.569500000000005	0.0	1	miss
WinSmall	262.9666	1.5698999999999614	0.0	1	miss
WinBig	338.4327	1.5236999999999625	0.0	1	miss
WinSmall	344.0618	1.5224999999999795	0.0	1	miss
