condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	36.8934	1.6182000000000016	1.0	1	hit
WinBig	120.4855	1.616100000000003	1.0	1	hit
WinBig	173.9546	1.58359999999999	1.0	1	hit
WinSmall	185.6888	1.583800000000025	1.0	1	hit
WinBig	196.9401	1.5663999999999874	1.0	1	hit
WinSmall	209.1743	1.5658999999999992	1.0	1	hit
WinBig	221.3516	1.6063000000000045	1.0	1	hit
WinBig	250.4435	1.633100000000013	1.0	1	hit
WinBig	336.4827	1.5494999999999663	1.0	1	hit
WinBig	349.7177	1.5658999999999992	1.0	1	hit
WinSmall	57.2631	1.6174999999999997	0.0	1	miss
WinSmall	82.6998	1.665700000000001	0.0	1	miss
WinSmall	94.4511	1.6646999999999963	0.0	1	miss
WinSmall	107.6874	1.6629999999999967	0.0	1	miss
WinBig	141.8538	1.5989999999999895	0.0	1	miss
WinSmall	156.0929	1.6108000000000118	0.0	1	miss
WinSmall	244.7767	1.6615999999999929	0.0	1	miss
WinSmall	270.308	1.5996000000000095	0.0	1	miss
WinBig	282.0425	1.5856999999999744	0.0	1	miss
WinBig	323.7311	1.5501999999999612	0.0	1	miss
