condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	37.5022	1.5382999999999996	1.0	1	hit
WinSmall	49.0013	1.539200000000001	1.0	1	hit
WinSmall	80.7965	1.5816000000000088	1.0	1	hit
WinBig	117.3375	1.5046999999999997	1.0	1	hit
WinBig	122.7962	1.5035000000000025	1.0	1	hit
WinBig	135.2547	1.4994999999999834	1.0	1	hit
WinBig	141.2551	1.5004000000000133	1.0	1	hit
WinSmall	153.7166	1.4966000000000008	1.0	1	hit
WinSmall	234.8833	1.5	1.0	1	hit
WinBig	279.2595	1.5004000000000133	1.0	1	hit
WinSmall	312.0962	1.5004000000000133	1.0	1	hit
WinBig	332.0561	1.539799999999957	1.0	1	hit
WinBig	56.9165	1.5829999999999984	0.0	1	miss
WinBig	100.3368	1.5401999999999987	0.0	1	miss
WinSmall	128.7542	1.5021000000000129	0.0	1	miss
WinBig	217.4695	1.540300000000002	0.0	1	miss
WinSmall	223.9257	1.5405999999999835	0.0	1	miss
WinBig	240.8451	1.4969000000000108	0.0	1	miss
WinSmall	298.6772	1.500599999999963	0.0	1	miss
WinSmall	338.0141	1.5848000000000297	0.0	1	miss
