condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	29.585	1.5344999999999978	1.0	1	hit
WinSmall	60.1891	1.499299999999998	1.0	1	hit
WinSmall	79.0235	1.516300000000001	1.0	1	hit
WinBig	85.1568	1.5001999999999924	1.0	1	hit
WinSmall	96.8908	1.500399999999999	1.0	1	hit
WinSmall	123.8299	1.5304000000000002	1.0	1	hit
WinBig	144.1938	1.5	1.0	1	hit
WinSmall	155.4281	1.516999999999996	1.0	1	hit
WinSmall	161.5623	1.4993000000000052	1.0	1	hit
WinBig	181.4037	1.5098000000000127	1.0	1	hit
WinSmall	188.0298	1.5010000000000048	1.0	1	hit
WinSmall	209.3744	1.502299999999991	1.0	1	hit
WinBig	214.999	1.4995000000000118	1.0	1	hit
WinBig	234.328	1.5215000000000032	1.0	1	hit
WinBig	260.2983	1.4995000000000118	1.0	1	hit
WinBig	285.734	1.5026000000000295	1.0	1	hit
WinSmall	311.1715	1.5167000000000144	1.0	1	hit
WinBig	317.8048	1.5006999999999948	1.0	1	hit
WinBig	331.04	1.5161999999999694	1.0	1	hit
WinSmall	339.1737	1.4997000000000185	1.0	1	hit
