condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	114.869	1.4899000000000058	1.0	1	hit
WinSmall	125.9593	1.4860000000000042	1.0	1	hit
WinBig	133.0056	1.4821000000000026	1.0	1	hit
WinSmall	144.5904	1.4790000000000134	1.0	1	hit
WinSmall	174.7112	1.4852999999999952	1.0	1	hit
WinBig	252.2204	1.478999999999985	1.0	1	hit
WinSmall	271.8407	1.4840999999999553	1.0	1	hit
WinSmall	298.5277	1.4649	1.0	1	hit
WinBig	330.0984	1.4799999999999613	1.0	1	hit
WinSmall	358.3017	1.4850000000000136	1.0	1	hit
WinSmall	392.9736	1.4835000000000491	1.0	1	hit
WinBig	107.8024	1.5159999999999911	0.0	1	miss
WinBig	150.5918	1.478999999999985	0.0	1	miss
WinBig	162.6255	1.5283000000000015	0.0	1	miss
WinBig	180.2623	1.4757999999999925	0.0	1	miss
WinSmall	207.4307	1.4750999999999976	0.0	1	miss
WinSmall	287.4267	1.4823000000000093	0.0	1	miss
WinBig	324.5627	1.473700000000008	0.0	1	miss
WinBig	347.2197	1.484199999999987	0.0	1	miss
WinBig	366.3051	1.483699999999999	0.0	1	miss
