condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	41.2604	1.6188000000000002	1.0	1	hit
WinSmall	71.8151	1.6666000000000025	1.0	1	hit
WinSmall	90.6824	1.6838999999999942	1.0	1	hit
WinSmall	135.5026	1.6999999999999886	1.0	1	hit
WinBig	155.8711	1.6828999999999894	1.0	1	hit
WinBig	193.0894	1.6837999999999909	1.0	1	hit
WinSmall	221.1244	1.6432999999999822	1.0	1	hit
WinBig	226.7683	1.623199999999997	1.0	1	hit
WinBig	271.9573	1.6872000000000185	1.0	1	hit
WinBig	297.4434	1.6533000000000015	1.0	1	hit
WinBig	329.5819	1.6341999999999643	1.0	1	hit
WinBig	96.7831	1.716399999999993	0.0	1	miss
WinSmall	108.5169	1.733399999999989	0.0	1	miss
WinSmall	167.1205	1.7010999999999967	0.0	1	miss
WinSmall	173.2214	1.7002999999999986	0.0	1	miss
WinSmall	199.7312	1.6756000000000029	0.0	1	miss
WinBig	246.0535	1.6557999999999993	0.0	1	miss
WinSmall	322.9302	1.66659999999996	0.0	1	miss
WinBig	342.833	1.649499999999989	0.0	1	miss
WinSmall	350.9997	1.6167999999999552	0.0	1	miss
