condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	98.7422	1.7109000000000094	1.0	1	hit
WinSmall	105.3545	1.731899999999996	1.0	1	hit
WinSmall	122.2554	1.7331000000000074	1.0	1	hit
WinBig	143.1729	1.7590999999999894	1.0	1	hit
WinSmall	160.6168	1.7236999999999796	1.0	1	hit
WinBig	175.3919	1.683099999999996	1.0	1	hit
WinBig	197.7215	1.6888000000000147	1.0	1	hit
WinBig	260.8796	1.6842000000000326	1.0	1	hit
WinBig	272.648	1.6669999999999732	1.0	1	hit
WinBig	278.282	1.649500000000046	1.0	1	hit
WinSmall	305.7018	1.6817000000000348	1.0	1	hit
WinSmall	318.9209	1.6965999999999894	1.0	1	hit
WinBig	66.1346	1.6999999999999886	0.0	1	miss
WinBig	110.9929	1.7279999999999944	0.0	1	miss
WinSmall	130.3795	1.7513999999999896	0.0	1	miss
WinBig	136.0136	1.7590999999999894	0.0	1	miss
WinSmall	148.8491	1.7245000000000061	0.0	1	miss
WinSmall	222.1119	1.7327000000000226	0.0	1	miss
WinSmall	233.3595	1.717000000000013	0.0	1	miss
WinBig	344.3696	1.7164000000000215	0.0	1	miss
