condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	51.2514	1.5504000000000033	1.0	1	hit
WinSmall	83.8559	1.5011999999999972	1.0	1	hit
WinBig	103.7085	1.4998999999999967	1.0	1	hit
WinBig	121.0425	1.5163999999999902	1.0	1	hit
WinBig	126.677	1.5156999999999954	1.0	1	hit
WinSmall	132.8105	1.5167000000000144	1.0	1	hit
WinBig	145.5775	1.5172000000000025	1.0	1	hit
WinSmall	158.2782	1.5511999999999944	1.0	1	hit
WinBig	223.4166	1.516300000000001	1.0	1	hit
WinSmall	230.0499	1.5001999999999782	1.0	1	hit
WinSmall	241.301	1.508800000000008	1.0	1	hit
WinBig	247.4339	1.5006999999999948	1.0	1	hit
WinBig	286.5871	1.5161999999999694	1.0	1	hit
WinSmall	306.4353	1.4990000000000236	1.0	1	hit
WinSmall	320.1724	1.4996000000000436	1.0	1	hit
WinBig	340.4896	1.5162000000000262	1.0	1	hit
WinSmall	346.6238	1.5009000000000015	1.0	1	hit
WinSmall	39.5212	1.5330000000000013	0.0	1	miss
WinBig	59.4188	1.5008000000000052	0.0	1	miss
WinBig	139.4441	1.5329000000000121	0.0	1	miss
