condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	60.1847	1.5390999999999977	1.0	1	hit
WinBig	85.0574	1.5424000000000007	1.0	1	hit
WinSmall	96.5581	1.5441000000000003	1.0	1	hit
WinBig	102.5999	1.500399999999999	1.0	1	hit
WinSmall	222.8574	1.5004999999999882	1.0	1	hit
WinBig	275.1914	1.5003000000000384	1.0	1	hit
WinBig	297.5291	1.5388999999999555	1.0	1	hit
WinBig	316.5706	1.4998999999999683	1.0	1	hit
WinSmall	67.144	1.5388999999999982	0.0	1	miss
WinSmall	78.061	1.5419999999999874	0.0	1	miss
WinBig	114.6027	1.4972999999999956	0.0	1	miss
WinSmall	126.5629	1.4962000000000018	0.0	1	miss
WinBig	132.0218	1.4984999999999786	0.0	1	miss
WinSmall	158.9775	1.50060000000002	0.0	1	miss
WinBig	203.4793	1.5005999999999915	0.0	1	miss
WinSmall	238.2769	1.4966999999999757	0.0	1	miss
WinSmall	249.1932	1.4972999999999956	0.0	1	miss
WinBig	280.6541	1.4957999999999743	0.0	1	miss
WinSmall	308.5295	1.5377000000000294	0.0	1	miss
WinSmall	343.0735	1.49939999999998	0.0	1	miss
