condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	123.6169	1.5005000000000024	1.0	1	hit
WinBig	144.5784	1.5401000000000238	1.0	1	hit
WinBig	185.4966	1.5004000000000133	1.0	1	hit
WinSmall	222.9567	1.4990999999999985	1.0	1	hit
WinBig	235.8737	1.5010999999999797	1.0	1	hit
WinSmall	241.3326	1.5398999999999887	1.0	1	hit
WinBig	249.3309	1.5422999999999831	1.0	1	hit
WinSmall	293.3342	1.542599999999993	1.0	1	hit
WinSmall	330.878	1.4997999999999934	1.0	1	hit
WinSmall	344.3347	1.501100000000008	1.0	1	hit
WinSmall	57.4472	1.6251999999999995	0.0	1	miss
WinSmall	69.8686	1.6214999999999975	0.0	1	miss
WinBig	104.2036	1.5378000000000043	0.0	1	miss
WinBig	137.58	1.5409999999999968	0.0	1	miss
WinSmall	155.5394	1.5400999999999954	0.0	1	miss
WinBig	160.9955	1.5401999999999987	0.0	1	miss
WinSmall	172.4957	1.5007999999999981	0.0	1	miss
WinBig	198.4992	1.497099999999989	0.0	1	miss
WinBig	324.8778	1.5	0.0	1	miss
WinBig	355.7563	1.4966999999999757	0.0	1	miss
