condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	40.4291	1.6003000000000043	1.0	1	hit
WinBig	48.5473	1.6154999999999973	1.0	1	hit
WinSmall	55.1837	1.6137000000000015	1.0	1	hit
WinSmall	63.2816	1.6496000000000066	1.0	1	hit
WinBig	69.4025	1.6458999999999975	1.0	1	hit
WinSmall	134.5521	1.6675000000000182	1.0	1	hit
WinBig	153.8711	1.7001999999999953	1.0	1	hit
WinBig	195.7363	1.7204000000000121	1.0	1	hit
WinSmall	207.9869	1.720700000000022	1.0	1	hit
WinSmall	231.941	1.7659999999999911	1.0	1	hit
WinBig	245.2757	1.7334999999999923	1.0	1	hit
WinBig	251.9104	1.7165999999999997	1.0	1	hit
WinBig	328.8489	1.650199999999984	1.0	1	hit
WinBig	334.5161	1.5831000000000017	1.0	1	hit
WinBig	95.3568	1.693099999999987	0.0	1	miss
WinSmall	177.3837	1.6879999999999882	0.0	1	miss
WinSmall	190.1065	1.7290999999999883	0.0	1	miss
WinSmall	239.625	1.733300000000014	0.0	1	miss
WinSmall	272.2623	1.6998000000000388	0.0	1	miss
WinSmall	322.6981	1.633800000000008	0.0	1	miss
