condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	38.1422	1.5371999999999986	1.0	1	hit
WinBig	46.2771	1.5322999999999993	1.0	1	hit
WinSmall	52.8949	1.5326999999999984	1.0	1	hit
WinSmall	60.9615	1.5837999999999965	1.0	1	hit
WinBig	93.0491	1.6000999999999976	1.0	1	hit
WinSmall	174.9603	1.6616000000000213	1.0	1	hit
WinSmall	205.5406	1.6831999999999994	1.0	1	hit
WinSmall	237.1258	1.659400000000005	1.0	1	hit
WinBig	242.7605	1.6587999999999852	1.0	1	hit
WinSmall	269.6953	1.6660000000000537	1.0	1	hit
WinBig	326.1961	1.7706999999999766	1.0	1	hit
WinBig	67.1122	1.5694000000000017	0.0	1	miss
WinSmall	132.1704	1.6476999999999862	0.0	1	miss
WinBig	151.52	1.6670000000000016	0.0	1	miss
WinSmall	187.679	1.6937000000000069	0.0	1	miss
WinBig	193.3065	1.683099999999996	0.0	1	miss
WinSmall	229.4835	1.668200000000013	0.0	1	miss
WinBig	249.3938	1.6496999999999957	0.0	1	miss
WinSmall	320.0619	1.7497999999999934	0.0	1	miss
WinBig	331.8158	1.766300000000001	0.0	1	miss
