condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	91.5567	1.632799999999989	1.0	1	hit
WinSmall	103.3318	1.6252999999999957	1.0	1	hit
WinSmall	116.584	1.623899999999992	1.0	1	hit
WinBig	129.2928	1.6659999999999968	1.0	1	hit
WinBig	150.6107	1.716099999999983	1.0	1	hit
WinSmall	164.8606	1.7170999999999879	1.0	1	hit
WinBig	230.1817	1.666799999999995	1.0	1	hit
WinSmall	253.6507	1.6998000000000104	1.0	1	hit
WinBig	259.2511	1.699200000000019	1.0	1	hit
WinSmall	279.069	1.7326999999999657	1.0	1	hit
WinBig	290.8194	1.7165000000000532	1.0	1	hit
WinBig	345.2391	1.7504000000000133	1.0	1	hit
WinSmall	45.6028	1.7168999999999954	0.0	1	miss
WinSmall	65.977	1.7113999999999976	0.0	1	miss
WinBig	182.6621	1.7497999999999934	0.0	1	miss
WinSmall	194.3936	1.7522000000000162	0.0	1	miss
WinBig	205.6618	1.7182999999999993	0.0	1	miss
WinSmall	217.8971	1.717000000000013	0.0	1	miss
WinBig	332.4959	1.7427999999999884	0.0	1	miss
WinBig	358.4907	1.75	0.0	1	miss
