condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	91.887	1.5	1.0	1	hit
WinSmall	103.3857	1.5041999999999973	1.0	1	hit
WinBig	109.3862	1.5001999999999924	1.0	1	hit
WinBig	121.3871	1.5	1.0	1	hit
WinBig	210.0993	1.5004000000000133	1.0	1	hit
WinSmall	229.6005	1.4992000000000019	1.0	1	hit
WinSmall	245.1005	1.5004999999999882	1.0	1	hit
WinSmall	256.101	1.5004999999999882	1.0	1	hit
WinBig	282.0611	1.5409999999999968	1.0	1	hit
WinSmall	315.3557	1.5013000000000147	1.0	1	hit
WinBig	323.3577	1.4969999999999573	1.0	1	hit
WinBig	66.8858	1.6239999999999952	0.0	1	miss
WinSmall	73.9261	1.542199999999994	0.0	1	miss
WinSmall	84.8446	1.5411000000000001	0.0	1	miss
WinSmall	133.3454	1.5420000000000016	0.0	1	miss
WinBig	138.8459	1.541799999999995	0.0	1	miss
WinSmall	165.7237	1.5405999999999835	0.0	1	miss
WinBig	287.5193	1.542100000000005	0.0	1	miss
WinBig	304.4367	1.5002000000000066	0.0	1	miss
WinSmall	349.8174	1.49939999999998	0.0	1	miss
