condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	64.5414	1.5996999999999986	1.0	1	hit
WinSmall	92.4268	1.6500000000000057	1.0	1	hit
WinSmall	122.4911	1.6664999999999992	1.0	1	hit
WinBig	160.2286	1.651900000000012	1.0	1	hit
WinBig	210.2	1.5831000000000017	1.0	1	hit
WinBig	217.318	1.5660999999999774	1.0	1	hit
WinBig	242.3195	1.599899999999991	1.0	1	hit
WinBig	250.4368	1.5831000000000017	1.0	1	hit
WinBig	324.8079	1.6329999999999814	1.0	1	hit
WinSmall	111.2394	1.6707999999999998	0.0	1	miss
WinSmall	128.6083	1.6495999999999924	0.0	1	miss
WinBig	154.5798	1.6648999999999887	0.0	1	miss
WinSmall	181.0479	1.6839999999999975	0.0	1	miss
WinBig	187.7324	1.666499999999985	0.0	1	miss
WinSmall	195.8823	1.634600000000006	0.0	1	miss
WinSmall	236.6725	1.6126999999999896	0.0	1	miss
WinBig	302.2643	1.641999999999996	0.0	1	miss
WinSmall	313.4903	1.6928000000000338	0.0	1	miss
WinSmall	319.1326	1.690999999999974	0.0	1	miss
WinSmall	355.8265	1.650699999999972	0.0	1	miss
