condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	67.6949	1.6773000000000025	1.0	1	hit
WinSmall	87.031	1.675699999999992	1.0	1	hit
WinSmall	99.7082	1.7165999999999997	1.0	1	hit
WinSmall	153.6782	1.6826999999999828	1.0	1	hit
WinSmall	185.7602	1.6691999999999894	1.0	1	hit
WinSmall	234.1833	1.6829999999999927	1.0	1	hit
WinBig	252.0178	1.6829999999999927	1.0	1	hit
WinBig	265.7852	1.6498000000000275	1.0	1	hit
WinBig	304.4713	1.6990999999999872	1.0	1	hit
WinBig	344.1906	1.6825999999999794	1.0	1	hit
WinBig	349.8248	1.6829000000000178	1.0	1	hit
WinSmall	357.4074	1.7164999999999964	1.0	1	hit
WinBig	48.3592	1.662399999999998	0.0	1	miss
WinSmall	115.4512	1.707499999999996	0.0	1	miss
WinSmall	129.177	1.732200000000006	0.0	1	miss
WinSmall	210.1485	1.731599999999986	0.0	1	miss
WinBig	215.7807	1.733300000000014	0.0	1	miss
WinBig	222.3986	1.733600000000024	0.0	1	miss
WinSmall	278.9526	1.7164999999999964	0.0	1	miss
WinBig	292.6874	1.7163999999999646	0.0	1	miss
