condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	101.4297	1.4994000000000085	1.0	1	hit
WinBig	120.9302	1.4997000000000043	1.0	1	hit
WinBig	137.8888	1.542100000000005	1.0	1	hit
WinBig	143.3903	1.5418999999999983	1.0	1	hit
WinSmall	174.3918	1.54170000000002	1.0	1	hit
WinBig	300.0672	1.5387000000000057	1.0	1	hit
WinSmall	319.5263	1.4961999999999875	1.0	1	hit
WinSmall	332.9421	1.4990000000000236	1.0	1	hit
WinSmall	358.7368	1.5808999999999855	1.0	1	hit
WinSmall	57.9703	1.6241999999999948	0.0	1	miss
WinSmall	69.4713	1.624600000000001	0.0	1	miss
WinBig	77.5155	1.5374999999999943	0.0	1	miss
WinSmall	149.3905	1.5405999999999835	0.0	1	miss
WinBig	155.8522	1.5808999999999855	0.0	1	miss
WinBig	161.8491	1.5836999999999932	0.0	1	miss
WinBig	238.1059	1.540900000000022	0.0	1	miss
WinSmall	244.5611	1.5421999999999798	0.0	1	miss
WinSmall	255.5225	1.5823999999999785	0.0	1	miss
WinBig	261.5219	1.5826999999999884	0.0	1	miss
WinBig	352.7784	1.5404000000000337	0.0	1	miss
