condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	38.0752	1.6109000000000009	1.0	1	hit
WinBig	57.9455	1.6263999999999967	1.0	1	hit
WinBig	102.2346	1.623199999999997	1.0	1	hit
WinSmall	131.309	1.6620000000000061	1.0	1	hit
WinBig	137.9223	1.683099999999996	1.0	1	hit
WinBig	144.0396	1.6698999999999842	1.0	1	hit
WinBig	221.8815	1.7005000000000052	1.0	1	hit
WinSmall	228.5149	1.6833000000000027	1.0	1	hit
WinBig	245.933	1.6500000000000057	1.0	1	hit
WinBig	285.1027	1.6660999999999717	1.0	1	hit
WinSmall	318.7214	1.650199999999984	1.0	1	hit
WinBig	339.0808	1.6358999999999924	1.0	1	hit
WinSmall	49.8209	1.6323000000000008	0.0	1	miss
WinSmall	82.382	1.6409999999999911	0.0	1	miss
WinBig	119.5416	1.6611999999999938	0.0	1	miss
WinBig	125.1701	1.6674000000000007	0.0	1	miss
WinSmall	156.7577	1.7031000000000063	0.0	1	miss
WinSmall	239.8023	1.6632999999999925	0.0	1	miss
WinSmall	304.9777	1.6430999999999472	0.0	1	miss
WinSmall	345.1994	1.6400999999999613	0.0	1	miss
