condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	52.5926	1.7401000000000053	1.0	1	hit
WinSmall	65.8843	1.6995000000000005	1.0	1	hit
WinSmall	85.2526	1.7112999999999943	1.0	1	hit
WinBig	96.5036	1.7154999999999916	1.0	1	hit
WinBig	109.2171	1.7368999999999915	1.0	1	hit
WinBig	192.2121	1.664100000000019	1.0	1	hit
WinSmall	233.4794	1.6325999999999965	1.0	1	hit
WinSmall	244.7301	1.649000000000001	1.0	1	hit
WinBig	298.2999	1.66640000000001	1.0	1	hit
WinBig	312.0007	1.699700000000007	1.0	1	hit
WinSmall	330.3687	1.6829999999999927	1.0	1	hit
WinBig	341.6186	1.6662999999999784	1.0	1	hit
WinSmall	353.849	1.6707000000000107	1.0	1	hit
WinSmall	90.8692	1.7282999999999902	0.0	1	miss
WinBig	165.1909	1.6829999999999927	0.0	1	miss
WinSmall	178.926	1.6825000000000045	0.0	1	miss
WinSmall	200.3431	1.6503000000000156	0.0	1	miss
WinSmall	218.7446	1.6166000000000054	0.0	1	miss
WinBig	286.5407	1.6750999999999863	0.0	1	miss
WinBig	323.2455	1.6829000000000178	0.0	1	miss
