condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	69.9978	1.6761000000000053	1.0	1	hit
WinSmall	110.2263	1.6507000000000005	1.0	1	hit
WinBig	123.461	1.6667000000000058	1.0	1	hit
WinBig	149.3907	1.6888999999999896	1.0	1	hit
WinBig	183.9789	1.6859999999999786	1.0	1	hit
WinBig	203.8312	1.6688000000000045	1.0	1	hit
WinBig	229.3343	1.6507999999999754	1.0	1	hit
WinSmall	266.0862	1.6176999999999566	1.0	1	hit
WinSmall	277.8546	1.5831000000000017	1.0	1	hit
WinBig	327.7081	1.6329999999999814	1.0	1	hit
WinSmall	333.3415	1.633199999999988	1.0	1	hit
WinBig	338.9752	1.6169000000000437	1.0	1	hit
WinBig	29.2051	1.7498999999999967	0.0	1	miss
WinSmall	50.0564	1.7657000000000025	0.0	1	miss
WinBig	55.7458	1.6766999999999967	0.0	1	miss
WinSmall	164.1131	1.7165999999999997	0.0	1	miss
WinSmall	223.2005	1.6502999999999872	0.0	1	miss
WinSmall	246.6694	1.6829999999999927	0.0	1	miss
WinSmall	252.3029	1.6500000000000057	0.0	1	miss
WinSmall	313.9741	1.5994000000000028	0.0	1	miss
