condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	58.5581	1.7171999999999983	1.0	1	hit
WinSmall	116.6483	1.7139999999999986	1.0	1	hit
WinSmall	122.7802	1.683400000000006	1.0	1	hit
WinBig	148.7146	1.733699999999999	1.0	1	hit
WinSmall	175.1898	1.7605000000000075	1.0	1	hit
WinBig	204.2691	1.724599999999981	1.0	1	hit
WinBig	211.4109	1.7241999999999962	1.0	1	hit
WinSmall	230.82	1.6932999999999936	1.0	1	hit
WinBig	236.4645	1.6831999999999994	1.0	1	hit
WinBig	244.582	1.688900000000018	1.0	1	hit
WinBig	318.9581	1.717800000000011	1.0	1	hit
WinSmall	350.0617	1.6831999999999994	1.0	1	hit
WinSmall	86.4774	1.750399999999999	0.0	1	miss
WinSmall	105.3476	1.7480000000000047	0.0	1	miss
WinBig	154.3534	1.7121999999999957	0.0	1	miss
WinBig	181.807	1.7674000000000092	0.0	1	miss
WinSmall	189.9677	1.7668999999999926	0.0	1	miss
WinBig	296.4049	1.7697000000000003	0.0	1	miss
WinSmall	307.64	1.800200000000018	0.0	1	miss
WinSmall	313.2577	1.8000000000000114	0.0	1	miss
