condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	46.6527	1.7051999999999978	1.0	1	hit
WinSmall	79.2401	1.7340000000000089	1.0	1	hit
WinBig	103.293	1.7015999999999991	1.0	1	hit
WinBig	159.1321	1.7326999999999941	1.0	1	hit
WinSmall	227.3694	1.7002999999999986	1.0	1	hit
WinBig	280.3663	1.6730000000000018	1.0	1	hit
WinBig	292.0898	1.6835999999999558	1.0	1	hit
WinBig	305.8075	1.7164999999999964	1.0	1	hit
WinBig	335.4231	1.7502000000000066	1.0	1	hit
WinSmall	59.8883	1.7201999999999984	0.0	1	miss
WinSmall	84.8572	1.75	0.0	1	miss
WinBig	90.5084	1.7353999999999985	0.0	1	miss
WinSmall	172.8689	1.730099999999993	0.0	1	miss
WinBig	186.0826	1.767799999999994	0.0	1	miss
WinSmall	194.2222	1.7453000000000145	0.0	1	miss
WinSmall	212.6351	1.7001999999999953	0.0	1	miss
WinSmall	238.6442	1.6596999999999866	0.0	1	miss
WinBig	317.0083	1.7794999999999845	0.0	1	miss
WinSmall	324.1385	1.7667999999999893	0.0	1	miss
WinSmall	347.6611	1.7495000000000118	0.0	1	miss
