condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	78.0982	1.5420999999999907	1.0	1	hit
WinBig	85.1404	1.5002000000000066	1.0	1	hit
WinSmall	96.641	1.4998999999999967	1.0	1	hit
WinBig	102.6001	1.5411000000000001	1.0	1	hit
WinBig	114.5996	1.5423000000000116	1.0	1	hit
WinBig	132.0587	1.5836000000000183	1.0	1	hit
WinBig	203.6073	1.4968999999999824	1.0	1	hit
WinSmall	223.0628	1.5421999999999798	1.0	1	hit
WinSmall	238.5637	1.5409999999999968	1.0	1	hit
WinBig	275.5252	1.5850000000000364	1.0	1	hit
WinBig	297.9417	1.5	1.0	1	hit
WinSmall	308.8603	1.5002000000000066	1.0	1	hit
WinBig	316.8193	1.539199999999994	1.0	1	hit
WinSmall	343.2782	1.5849999999999795	1.0	1	hit
WinBig	60.1815	1.5411000000000001	0.0	1	miss
WinSmall	67.1846	1.49669999999999	0.0	1	miss
WinSmall	126.5586	1.5838000000000108	0.0	1	miss
WinSmall	159.0205	1.6234000000000037	0.0	1	miss
WinSmall	249.5681	1.537700000000001	0.0	1	miss
WinBig	281.0275	1.5387000000000057	0.0	1	miss
