condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	50.2674	1.4960999999999984	1.0	1	hit
WinBig	66.7242	1.500399999999999	1.0	1	hit
WinBig	82.2257	1.4980999999999938	1.0	1	hit
WinBig	136.4761	1.5	1.0	1	hit
WinSmall	193.4378	1.5005999999999915	1.0	1	hit
WinBig	218.4391	1.5001000000000033	1.0	1	hit
WinSmall	224.4397	1.5002000000000066	1.0	1	hit
WinSmall	340.2348	1.5016999999999712	1.0	1	hit
WinSmall	31.3055	1.5873000000000026	0.0	1	miss
WinBig	36.7644	1.5942000000000007	0.0	1	miss
WinBig	42.2221	1.5823999999999998	0.0	1	miss
WinBig	129.5207	1.4967000000000041	0.0	1	miss
WinSmall	143.9377	1.4980999999999938	0.0	1	miss
WinSmall	162.4365	1.4990999999999985	0.0	1	miss
WinBig	207.4402	1.5172000000000025	0.0	1	miss
WinSmall	212.9387	1.4997999999999934	0.0	1	miss
WinSmall	263.277	1.4997000000000185	0.0	1	miss
WinBig	282.6941	1.5386000000000308	0.0	1	miss
WinBig	289.1901	1.5487000000000535	0.0	1	miss
WinSmall	333.7379	1.4972999999999956	0.0	1	miss
