condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	37.1521	1.649000000000001	1.0	1	hit
WinBig	56.4368	1.6994000000000042	1.0	1	hit
WinSmall	75.7841	1.6864000000000061	1.0	1	hit
WinSmall	142.4415	1.667100000000005	1.0	1	hit
WinSmall	174.5274	1.6495999999999924	1.0	1	hit
WinBig	204.5793	1.732500000000016	1.0	1	hit
WinBig	211.2134	1.6995000000000005	1.0	1	hit
WinSmall	222.9803	1.7005000000000052	1.0	1	hit
WinBig	254.6321	1.6672000000000082	1.0	1	hit
WinBig	281.6183	1.6993000000000507	1.0	1	hit
WinBig	293.3617	1.723600000000033	1.0	1	hit
WinSmall	346.3516	1.7000999999999635	1.0	1	hit
WinSmall	88.4542	1.7506999999999948	0.0	1	miss
WinSmall	104.1888	1.750399999999999	0.0	1	miss
WinSmall	117.9558	1.7175000000000011	0.0	1	miss
WinSmall	198.9653	1.7132000000000005	0.0	1	miss
WinBig	240.8721	1.6923000000000172	0.0	1	miss
WinSmall	267.8504	1.699200000000019	0.0	1	miss
WinBig	333.0502	1.7493000000000052	0.0	1	miss
WinBig	338.6837	1.7506999999999948	0.0	1	miss
