condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	52.3539	1.7164000000000001	1.0	1	hit
WinSmall	60.5377	1.6666999999999987	1.0	1	hit
WinBig	93.1733	1.6334000000000088	1.0	1	hit
WinBig	148.6098	1.716399999999993	1.0	1	hit
WinSmall	156.244	1.6998000000000104	1.0	1	hit
WinSmall	206.6476	1.683099999999996	1.0	1	hit
WinBig	220.8983	1.6776999999999873	1.0	1	hit
WinSmall	226.5427	1.666799999999995	1.0	1	hit
WinBig	232.1653	1.677899999999994	1.0	1	hit
WinSmall	238.2494	1.7159000000000049	1.0	1	hit
WinBig	297.8018	1.7346000000000004	1.0	1	hit
WinSmall	349.7727	1.6836999999999875	1.0	1	hit
WinSmall	356.3909	1.665900000000022	1.0	1	hit
WinSmall	41.0521	1.732599999999998	0.0	1	miss
WinBig	46.7026	1.7168000000000063	0.0	1	miss
WinBig	77.4557	1.616400000000013	0.0	1	miss
WinBig	141.4824	1.7107999999999777	0.0	1	miss
WinSmall	175.0866	1.7092000000000098	0.0	1	miss
WinSmall	277.9167	1.7350000000000136	0.0	1	miss
WinBig	304.47	1.7005999999999517	0.0	1	miss
