condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	89.1427	1.540399999999991	1.0	1	hit
WinSmall	107.5997	1.5006999999999948	1.0	1	hit
WinSmall	118.5193	1.5401999999999987	1.0	1	hit
WinSmall	124.518	1.5435999999999979	1.0	1	hit
WinBig	149.9795	1.5844999999999914	1.0	1	hit
WinBig	155.4797	1.5809999999999889	1.0	1	hit
WinSmall	190.3124	1.541799999999995	1.0	1	hit
WinBig	204.2717	1.5415999999999883	1.0	1	hit
WinSmall	230.1892	1.5415000000000134	1.0	1	hit
WinBig	235.6891	1.5423000000000116	1.0	1	hit
WinBig	243.69	1.541799999999995	1.0	1	hit
WinBig	316.4863	1.5006999999999948	1.0	1	hit
WinSmall	346.988	1.5009999999999764	1.0	1	hit
WinBig	61.7272	1.620899999999999	0.0	1	miss
WinSmall	175.8568	1.5819000000000187	0.0	1	miss
WinBig	182.3553	1.5406999999999869	0.0	1	miss
WinBig	211.2756	1.4983000000000004	0.0	1	miss
WinBig	294.5269	1.5820999999999685	0.0	1	miss
WinSmall	305.4882	1.5400999999999954	0.0	1	miss
WinSmall	310.9426	1.5422999999999547	0.0	1	miss
