condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	53.2255	1.6658000000000044	1.0	1	hit
WinSmall	72.5762	1.6670000000000016	1.0	1	hit
WinSmall	101.1288	1.6171999999999969	1.0	1	hit
WinSmall	139.3442	1.5703000000000031	1.0	1	hit
WinBig	201.4023	1.648699999999991	1.0	1	hit
WinBig	208.0361	1.6336000000000013	1.0	1	hit
WinBig	251.3384	1.6169999999999902	1.0	1	hit
WinSmall	264.6226	1.6003000000000043	1.0	1	hit
WinBig	278.3903	1.5833999999999833	1.0	1	hit
WinBig	290.1075	1.6334999999999695	1.0	1	hit
WinBig	335.4439	1.675200000000018	1.0	1	hit
WinSmall	343.0612	1.6668999999999983	1.0	1	hit
WinBig	33.8135	1.7272000000000034	0.0	1	miss
WinSmall	85.3866	1.6247000000000043	0.0	1	miss
WinSmall	114.8908	1.5888000000000062	0.0	1	miss
WinSmall	171.3818	1.584399999999988	0.0	1	miss
WinSmall	195.7847	1.633100000000013	0.0	1	miss
WinSmall	219.7543	1.6487999999999943	0.0	1	miss
WinBig	237.5896	1.6484000000000094	0.0	1	miss
WinBig	329.8012	1.6768000000000143	0.0	1	miss
