condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	66.8148	1.7164999999999964	1.0	1	hit
WinBig	113.1844	1.7073000000000036	1.0	1	hit
WinSmall	120.3175	1.7006000000000085	1.0	1	hit
WinBig	162.0204	1.6673000000000116	1.0	1	hit
WinSmall	185.9508	1.7213000000000136	1.0	1	hit
WinBig	219.5228	1.7164000000000215	1.0	1	hit
WinBig	260.9106	1.6335000000000264	1.0	1	hit
WinSmall	276.1607	1.6175999999999817	1.0	1	hit
WinSmall	287.8793	1.633100000000013	1.0	1	hit
WinBig	344.4494	1.683499999999981	1.0	1	hit
WinBig	350.1057	1.6438999999999737	1.0	1	hit
WinSmall	55.5465	1.716699999999996	0.0	1	miss
WinBig	61.168	1.7462000000000018	0.0	1	miss
WinSmall	86.6495	1.765599999999992	0.0	1	miss
WinSmall	92.7827	1.7338999999999913	0.0	1	miss
WinBig	203.7699	1.733399999999989	0.0	1	miss
WinBig	225.1559	1.7018999999999949	0.0	1	miss
WinSmall	236.4411	1.6513999999999953	0.0	1	miss
WinBig	313.818	1.6961000000000013	0.0	1	miss
WinSmall	325.5533	1.6949000000000183	0.0	1	miss
