condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	70.5253	1.7075999999999993	1.0	1	hit
WinSmall	98.5462	1.6718000000000046	1.0	1	hit
WinSmall	117.3855	1.7000000000000028	1.0	1	hit
WinSmall	134.7508	1.7169000000000096	1.0	1	hit
WinSmall	202.0414	1.6503999999999905	1.0	1	hit
WinBig	216.3087	1.6508000000000038	1.0	1	hit
WinBig	223.4432	1.6332000000000164	1.0	1	hit
WinBig	256.5446	1.6671999999999798	1.0	1	hit
WinBig	308.3481	1.6673999999999864	1.0	1	hit
WinSmall	319.5825	1.70859999999999	1.0	1	hit
WinSmall	325.1923	1.7001000000000204	1.0	1	hit
WinSmall	361.8963	1.721900000000005	1.0	1	hit
WinSmall	128.6327	1.718500000000006	0.0	1	miss
WinBig	160.7037	1.7667000000000144	0.0	1	miss
WinBig	166.3541	1.7350000000000136	0.0	1	miss
WinSmall	187.2403	1.6993000000000222	0.0	1	miss
WinBig	193.9247	1.649799999999999	0.0	1	miss
WinSmall	242.7445	1.6827000000000112	0.0	1	miss
WinBig	248.3986	1.6795000000000186	0.0	1	miss
WinBig	330.7827	1.750500000000045	0.0	1	miss
