condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	56.5472	1.5382000000000033	1.0	1	hit
WinSmall	88.5445	1.5424000000000007	1.0	1	hit
WinBig	100.5453	1.4998999999999967	1.0	1	hit
WinSmall	111.4647	1.4978000000000122	1.0	1	hit
WinSmall	137.2965	1.5004999999999882	1.0	1	hit
WinSmall	148.7154	1.5005000000000166	1.0	1	hit
WinBig	163.2144	1.5009000000000015	1.0	1	hit
WinSmall	209.0933	1.5424999999999898	1.0	1	hit
WinSmall	220.0938	1.5400000000000205	1.0	1	hit
WinSmall	304.0142	1.49939999999998	1.0	1	hit
WinBig	328.9741	1.5002999999999815	1.0	1	hit
WinSmall	95.0448	1.5420000000000016	0.0	1	miss
WinSmall	119.3795	1.5420000000000016	0.0	1	miss
WinBig	124.8383	1.5413999999999959	0.0	1	miss
WinBig	131.7996	1.539199999999994	0.0	1	miss
WinBig	185.1757	1.498599999999982	0.0	1	miss
WinBig	247.0535	1.582099999999997	0.0	1	miss
WinBig	258.4689	1.585299999999961	0.0	1	miss
WinBig	263.9291	1.582899999999995	0.0	1	miss
WinSmall	290.9706	1.5418000000000234	0.0	1	miss
