condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	46.7948	1.6333999999999946	1.0	1	hit
WinSmall	58.5704	1.641600000000004	1.0	1	hit
WinBig	66.697	1.6491999999999933	1.0	1	hit
WinSmall	91.1645	1.6663999999999959	1.0	1	hit
WinBig	110.9824	1.6837000000000018	1.0	1	hit
WinBig	146.7485	1.6825000000000045	1.0	1	hit
WinBig	152.8983	1.653899999999993	1.0	1	hit
WinSmall	165.6677	1.648600000000016	1.0	1	hit
WinBig	230.8406	1.6170000000000186	1.0	1	hit
WinSmall	237.4413	1.6326999999999998	1.0	1	hit
WinBig	254.8927	1.599800000000016	1.0	1	hit
WinSmall	313.9799	1.5994000000000028	1.0	1	hit
WinSmall	327.7468	1.599899999999991	1.0	1	hit
WinBig	348.0815	1.6268999999999778	1.0	1	hit
WinBig	128.3117	1.7169000000000096	0.0	1	miss
WinBig	133.946	1.7171999999999912	0.0	1	miss
WinSmall	140.0972	1.6993000000000222	0.0	1	miss
WinSmall	248.7448	1.6131000000000029	0.0	1	miss
WinBig	294.095	1.599299999999971	0.0	1	miss
WinSmall	354.2082	1.6403000000000247	0.0	1	miss
