condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	54.7645	1.600200000000001	1.0	1	hit
WinBig	89.8998	1.633899999999997	1.0	1	hit
WinBig	123.9861	1.6496000000000066	1.0	1	hit
WinSmall	142.4096	1.5942000000000007	1.0	1	hit
WinBig	148.0209	1.58329999999998	1.0	1	hit
WinSmall	159.7385	1.5999000000000194	1.0	1	hit
WinBig	172.9723	1.6003000000000043	1.0	1	hit
WinBig	224.3764	1.6768000000000143	1.0	1	hit
WinBig	238.1435	1.6495000000000175	1.0	1	hit
WinSmall	321.1157	1.599800000000016	1.0	1	hit
WinSmall	334.9164	1.5500000000000114	1.0	1	hit
WinBig	346.6497	1.5507000000000062	1.0	1	hit
WinSmall	42.0123	1.6014999999999944	0.0	1	miss
WinSmall	109.7346	1.6501999999999981	0.0	1	miss
WinBig	131.1197	1.6332000000000164	0.0	1	miss
WinBig	186.2058	1.6504999999999939	0.0	1	miss
WinSmall	211.1244	1.6670000000000016	0.0	1	miss
WinSmall	230.0381	1.6496000000000208	0.0	1	miss
WinSmall	282.9293	1.6163999999999987	0.0	1	miss
WinBig	314.9817	1.6165000000000305	0.0	1	miss
