condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	36.6104	1.6270999999999987	1.0	1	hit
WinSmall	48.3385	1.6491999999999933	1.0	1	hit
WinSmall	80.8075	1.6997999999999962	1.0	1	hit
WinBig	118.0928	1.6444000000000045	1.0	1	hit
WinSmall	129.8772	1.6281000000000176	1.0	1	hit
WinBig	136.5277	1.6116999999999848	1.0	1	hit
WinBig	142.6573	1.60390000000001	1.0	1	hit
WinSmall	155.3763	1.615300000000019	1.0	1	hit
WinSmall	238.4167	1.6503000000000156	1.0	1	hit
WinBig	244.5514	1.6162999999999954	1.0	1	hit
WinBig	283.7366	1.6003999999999792	1.0	1	hit
WinSmall	303.572	1.6159000000000106	1.0	1	hit
WinBig	337.6576	1.6166000000000054	1.0	1	hit
WinSmall	343.7743	1.6170000000000186	1.0	1	hit
WinBig	56.4051	1.6835000000000022	0.0	1	miss
WinBig	100.7015	1.6569000000000074	0.0	1	miss
WinBig	123.7273	1.6450999999999993	0.0	1	miss
WinBig	220.4825	1.6841000000000008	0.0	1	miss
WinSmall	227.1182	1.6647999999999854	0.0	1	miss
WinSmall	317.306	1.6166000000000054	0.0	1	miss
