condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	62.8262	1.5726999999999975	1.0	1	hit
WinSmall	95.0425	1.562599999999989	1.0	1	hit
WinBig	131.7154	1.515500000000003	1.0	1	hit
WinBig	137.2496	1.5372000000000128	1.0	1	hit
WinSmall	143.3006	1.5153999999999996	1.0	1	hit
WinBig	149.8345	1.4817000000000178	1.0	1	hit
WinBig	155.8689	1.4898000000000025	1.0	1	hit
WinBig	232.6272	1.5258000000000038	1.0	1	hit
WinSmall	239.1654	1.5298999999999978	1.0	1	hit
WinSmall	250.2627	1.5160999999999945	1.0	1	hit
WinBig	256.347	1.515700000000038	1.0	1	hit
WinBig	295.0518	1.5611000000000104	1.0	1	hit
WinSmall	314.6398	1.5588999999999942	1.0	1	hit
WinBig	348.2589	1.5234000000000378	1.0	1	hit
WinSmall	354.2614	1.5655000000000427	1.0	1	hit
WinSmall	51.2554	1.5572000000000017	0.0	1	miss
WinBig	70.8419	1.5958000000000112	0.0	1	miss
WinBig	114.6641	1.5261999999999887	0.0	1	miss
WinSmall	168.3859	1.5563999999999965	0.0	1	miss
WinSmall	328.1745	1.5661999999999807	0.0	1	miss
