condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	78.6992	1.500399999999999	1.0	1	hit
WinBig	149.7022	1.5003999999999849	1.0	1	hit
WinSmall	179.2062	1.4963999999999942	1.0	1	hit
WinSmall	295.711	1.498199999999997	1.0	1	hit
WinBig	38.6996	1.4957000000000065	0.0	1	miss
WinSmall	50.1982	1.4998000000000005	0.0	1	miss
WinSmall	61.7002	1.4966000000000008	0.0	1	miss
WinSmall	97.7005	1.500099999999989	0.0	1	miss
WinBig	105.7025	1.4963999999999942	0.0	1	miss
WinBig	160.7029	1.501100000000008	0.0	1	miss
WinBig	166.205	1.496799999999979	0.0	1	miss
WinSmall	191.7041	1.5003999999999849	0.0	1	miss
WinBig	226.2083	1.495999999999981	0.0	1	miss
WinSmall	244.2067	1.5004999999999882	0.0	1	miss
WinSmall	257.2073	1.5003000000000384	0.0	1	miss
WinBig	264.7095	1.496500000000026	0.0	1	miss
WinSmall	278.7065	1.5	0.0	1	miss
WinSmall	290.2086	1.50060000000002	0.0	1	miss
WinBig	312.7116	1.4983000000000288	0.0	1	miss
WinBig	334.2105	1.49939999999998	0.0	1	miss
