condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	42.3878	1.600999999999999	1.0	1	hit
WinSmall	62.7573	1.5995000000000061	1.0	1	hit
WinSmall	88.1423	1.633199999999988	1.0	1	hit
WinBig	125.8947	1.5833999999999975	1.0	1	hit
WinBig	147.2465	1.5657999999999959	1.0	1	hit
WinBig	179.3815	1.5498000000000047	1.0	1	hit
WinSmall	191.1157	1.549599999999998	1.0	1	hit
WinSmall	214.6499	1.533299999999997	1.0	1	hit
WinBig	226.9182	1.4991999999999734	1.0	1	hit
WinSmall	250.3526	1.5127999999999986	1.0	1	hit
WinBig	255.9653	1.5206000000000017	1.0	1	hit
WinBig	342.0081	1.5004999999999882	1.0	1	hit
WinSmall	99.8781	1.6315999999999917	0.0	1	miss
WinSmall	113.1128	1.6307000000000045	0.0	1	miss
WinSmall	161.4964	1.566900000000004	0.0	1	miss
WinBig	202.3832	1.5324999999999989	0.0	1	miss
WinSmall	275.7543	1.566599999999994	0.0	1	miss
WinBig	287.5193	1.5520999999999958	0.0	1	miss
WinBig	329.2912	1.483099999999979	0.0	1	miss
WinBig	355.2424	1.5002000000000066	0.0	1	miss
