condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	34.1503	1.5972000000000008	1.0	1	hit
WinBig	137.7359	1.498500000000007	1.0	1	hit
WinSmall	173.2382	1.5	1.0	1	hit
WinSmall	221.7416	1.4966000000000008	1.0	1	hit
WinBig	233.7406	1.5004000000000133	1.0	1	hit
WinSmall	253.7397	1.5004999999999882	1.0	1	hit
WinBig	26.1457	1.5838	0.0	1	miss
WinSmall	40.6481	1.584699999999998	0.0	1	miss
WinSmall	48.6903	1.540700000000001	0.0	1	miss
WinBig	54.6887	1.542500000000004	0.0	1	miss
WinBig	80.2319	1.5005000000000024	0.0	1	miss
WinSmall	118.7336	1.5002000000000066	0.0	1	miss
WinSmall	160.7383	1.4977999999999838	0.0	1	miss
WinBig	178.7381	1.5002000000000066	0.0	1	miss
WinSmall	190.7386	1.498800000000017	0.0	1	miss
WinSmall	214.2417	1.4956999999999994	0.0	1	miss
WinBig	227.2383	1.5071999999999832	0.0	1	miss
WinSmall	303.0371	1.4972999999999956	0.0	1	miss
WinBig	309.0356	1.50060000000002	0.0	1	miss
WinBig	314.5363	1.5	0.0	1	miss
