condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	80.6138	1.5230999999999995	1.0	1	hit
WinSmall	91.6985	1.5220000000000056	1.0	1	hit
WinBig	98.7851	1.4783999999999935	1.0	1	hit
WinBig	116.4012	1.487799999999993	1.0	1	hit
WinBig	128.4552	1.4762000000000057	1.0	1	hit
WinSmall	140.4553	1.5197000000000003	1.0	1	hit
WinBig	145.9909	1.524499999999989	1.0	1	hit
WinBig	217.998	1.47890000000001	1.0	1	hit
WinSmall	237.5374	1.481000000000023	1.0	1	hit
WinSmall	253.0375	1.4826999999999941	1.0	1	hit
WinSmall	264.0879	1.474300000000028	1.0	1	hit
WinBig	290.207	1.523300000000006	1.0	1	hit
WinBig	312.8294	1.570099999999968	1.0	1	hit
WinSmall	358.6215	1.530999999999949	1.0	1	hit
WinBig	73.5293	1.5660999999999916	0.0	1	miss
WinSmall	110.3674	1.4813999999999936	0.0	1	miss
WinSmall	173.1261	1.5571999999999946	0.0	1	miss
WinBig	295.7085	1.563799999999958	0.0	1	miss
WinSmall	323.8808	1.5592999999999506	0.0	1	miss
WinBig	331.9177	1.5644999999999527	0.0	1	miss
