condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	64.9611	1.7497000000000043	1.0	1	hit
WinSmall	121.0152	1.7750000000000057	1.0	1	hit
WinSmall	159.4005	1.6831999999999994	1.0	1	hit
WinBig	174.1857	1.6160000000000139	1.0	1	hit
WinBig	196.517	1.6495999999999924	1.0	1	hit
WinBig	259.6905	1.667100000000005	1.0	1	hit
WinBig	271.4744	1.6334999999999695	1.0	1	hit
WinBig	277.0919	1.616299999999967	1.0	1	hit
WinSmall	317.7613	1.633199999999988	1.0	1	hit
WinBig	343.2464	1.6496999999999957	1.0	1	hit
WinSmall	97.546	1.7675999999999874	0.0	1	miss
WinSmall	104.1545	1.783299999999997	0.0	1	miss
WinBig	109.7894	1.7583000000000055	0.0	1	miss
WinSmall	129.1912	1.7340999999999838	0.0	1	miss
WinBig	134.833	1.7421999999999969	0.0	1	miss
WinBig	141.9761	1.7332000000000107	0.0	1	miss
WinSmall	147.6768	1.6570000000000107	0.0	1	miss
WinSmall	220.9698	1.684899999999999	0.0	1	miss
WinSmall	232.2213	1.6837999999999909	0.0	1	miss
WinSmall	304.5431	1.6007999999999925	0.0	1	miss
