trial_type	onset	duration	key_response.corr
correct go	0.04609999999999559	1	1
correct go	2.1233999999999966	1	1
correct go	4.324199999999998	1	1
correct stop	6.062799999999996	1	1
failed go	8.296299999999995	1	0
correct go	10.7412	1	1
correct go	12.5306	1	1
correct go	14.291699999999999	1	1
correct go	16.190799999999996	1	1
failed go	18.047599999999996	1	0
correct go	19.7924	1	1
correct go	21.764099999999992	1	1
correct go	23.67589999999999	1	1
correct go	25.458999999999996	1	1
correct go	27.381499999999996	1	1
correct go	29.242699999999992	1	1
failed stop	31.4155	1	0
correct go	33.243	1	1
correct go	35.276	1	1
correct go	37.032599999999995	1	1
correct stop	38.915	1	1
correct go	40.6604	1	1
correct go	42.5611	1	1
correct go	44.3439	1	1
failed stop	46.09929999999999	1	0
correct go	47.832699999999996	1	1
correct go	49.6782	1	1
correct go	51.61169999999999	1	1
correct go	53.4621	1	1
correct go	55.762499999999996	1	1
correct go	57.5966	1	1
failed stop	59.38139999999999	1	0
correct go	61.16349999999999	1	1
correct go	62.9471	1	1
correct go	64.7799	1	1
correct stop	66.53049999999999	1	1
correct go	68.3808	1	1
correct go	70.29740000000001	1	1
correct go	72.1977	1	1
correct go	73.99969999999999	1	1
correct go	76.2147	1	1
correct go	78.2321	1	1
correct stop	80.2986	1	1
correct go	82.16579999999999	1	1
correct go	84.6659	1	1
correct go	86.68360000000001	1	1
correct go	88.6003	1	1
correct go	90.8166	1	1
correct go	92.6337	1	1
correct stop	94.4176	1	1
correct go	96.21809999999999	1	1
correct go	98.40129999999999	1	1
correct go	100.1515	1	1
correct stop	102.2354	1	1
correct go	104.43540000000002	1	1
correct go	106.2858	1	1
correct go	108.38580000000002	1	1
correct go	110.2364	1	1
correct stop	112.1038	1	1
correct go	113.8869	1	1
correct go	115.7535	1	1
correct go	117.9537	1	1
correct go	119.8868	1	1
correct stop	121.7869	1	1
correct go	123.55440000000002	1	1
correct go	125.47140000000002	1	1
correct go	127.6873	1	1
correct go	130.3882	1	1
correct stop	132.52190000000002	1	1
correct go	134.38830000000002	1	1
correct go	136.6054	1	1
correct go	138.6389	1	1
correct go	140.8889	1	1
correct go	142.6891	1	1
correct stop	144.6228	1	1
correct go	146.3895	1	1
correct go	148.1722	1	1
correct go	149.9224	1	1
correct go	151.7893	1	1
correct go	153.5565	1	1
correct go	155.7232	1	1
correct go	158.1724	1	1
correct go	160.0234	1	1
correct go	162.4571	1	1
correct go	164.524	1	1
correct stop	166.4903	1	1
correct go	169.2074	1	1
correct go	171.0242	1	1
correct go	172.8744	1	1
correct stop	174.7287	1	1
correct go	176.4916	1	1
correct go	178.3911	1	1
correct stop	180.2412	1	1
correct go	181.9916	1	1
correct go	183.7417	1	1
correct go	185.4917	1	1
correct go	187.8253	1	1
correct go	189.5592	1	1
correct go	191.35840000000002	1	1
correct go	193.159	1	1
correct go	194.9921	1	1
correct go	196.87550000000002	1	1
correct stop	198.7927	1	1
correct go	200.5598	1	1
correct go	202.4096	1	1
correct go	204.15970000000002	1	1
correct go	206.4266	1	1
correct go	208.2433	1	1
correct go	209.9769	1	1
correct go	211.8937	1	1
correct stop	213.67730000000003	1	1
correct go	215.70989999999998	1	1
correct go	217.46790000000001	1	1
correct go	219.2266	1	1
correct go	221.14360000000002	1	1
correct go	222.9444	1	1
correct go	224.6944	1	1
correct go	226.8613	1	1
correct stop	228.88450000000003	1	1
correct go	231.29569999999998	1	1
correct go	233.93769999999998	1	1
correct go	235.9616	1	1
correct go	237.76160000000002	1	1
correct go	239.5364	1	1
correct go	242.5542	1	1
correct stop	244.57020000000003	1	1
correct go	246.4034	1	1
correct go	248.5791	1	1
correct go	250.4215	1	1
correct go	252.57250000000002	1	1
correct go	254.65439999999998	1	1
correct go	256.9217	1	1
correct go	258.8245	1	1
correct stop	260.6303	1	1
correct go	262.5913	1	1
correct go	264.4744	1	1
correct stop	266.2469	1	1
correct go	268.02979999999997	1	1
correct go	270.05699999999996	1	1
correct stop	271.9643	1	1
correct go	273.7079	1	1
correct go	275.50759999999997	1	1
correct stop	277.29139999999995	1	1
correct go	279.376	1	1
correct go	281.1264	1	1
correct go	282.90889999999996	1	1
correct stop	284.70959999999997	1	1
correct go	286.5761	1	1
correct go	288.30969999999996	1	1
correct go	290.1271	1	1
correct stop	292.4316	1	1
correct go	294.3314	1	1
correct go	296.0931	1	1
correct go	297.82869999999997	1	1
correct go	299.7989	1	1
correct go	301.5951	1	1
correct go	303.42749999999995	1	1
correct stop	305.3125	1	1
failed go	307.09529999999995	1	0
correct go	308.82869999999997	1	1
correct stop	310.5793	1	1
correct go	312.412	1	1
correct go	314.14599999999996	1	1
correct go	315.94649999999996	1	1
correct stop	317.92999999999995	1	1
correct go	319.89639999999997	1	1
correct go	321.64669999999995	1	1
correct go	323.91369999999995	1	1
correct go	325.8304	1	1
correct go	328.231	1	1
correct go	330.64799999999997	1	1
correct go	332.61519999999996	1	1
correct go	334.58239999999995	1	1
correct go	336.4654	1	1
correct stop	338.19919999999996	1	1
correct go	340.1662	1	1
correct go	342.46659999999997	1	1
correct go	344.20079999999996	1	1
correct go	346.01709999999997	1	1
correct go	347.7672	1	1
