trial_type	onset	duration	key_response.corr
correct go	0.06109999999999971	1	1
correct go	2.144400000000001	1	1
failed go	3.929100000000002	1	0
correct go	5.9781999999999975	1	1
correct go	7.745499999999996	1	1
correct go	10.145900000000001	1	1
correct go	11.979200000000002	1	1
failed stop	13.833000000000002	1	0
failed go	15.863199999999996	1	0
correct go	17.9138	1	1
correct go	19.7805	1	1
correct go	21.580699999999997	1	1
correct go	24.0988	1	1
correct go	25.931099999999997	1	1
failed go	27.7477	1	0
correct go	29.5478	1	1
correct go	31.464899999999997	1	1
correct go	33.365899999999996	1	1
correct go	35.84909999999999	1	1
correct go	37.91629999999999	1	1
correct go	40.0497	1	1
correct go	41.88279999999999	1	1
correct go	44.3163	1	1
failed go	46.1836	1	0
correct go	48.766999999999996	1	1
correct stop	50.566199999999995	1	1
failed go	52.39959999999999	1	0
failed go	54.23339999999999	1	0
correct go	56.08369999999999	1	1
correct stop	58.134	1	1
correct go	59.88329999999999	1	1
failed go	61.65119999999999	1	0
correct stop	63.51819999999999	1	1
correct go	65.28399999999999	1	1
correct go	67.1349	1	1
failed go	68.9354	1	0
failed go	70.90129999999999	1	0
correct stop	72.75189999999999	1	1
correct go	74.518	1	1
correct go	76.3684	1	1
correct go	78.15209999999999	1	1
correct go	80.01899999999999	1	1
correct stop	82.2691	1	1
correct go	84.1193	1	1
correct go	85.91919999999999	1	1
correct go	87.9194	1	1
correct go	89.81949999999999	1	1
correct go	91.6699	1	1
correct go	93.4028	1	1
correct go	95.4033	1	1
correct go	97.6201	1	1
correct go	99.3867	1	1
correct go	101.12059999999998	1	1
failed stop	102.9028	1	0
correct go	104.73729999999999	1	1
correct go	106.5373	1	1
correct go	108.43759999999999	1	1
failed stop	110.22109999999999	1	0
failed go	112.021	1	0
correct go	113.88799999999999	1	1
correct go	115.75419999999998	1	1
correct stop	117.5268	1	1
correct go	119.3266	1	1
correct go	121.0717	1	1
correct go	122.9712	1	1
correct stop	124.82209999999999	1	1
correct go	127.05559999999998	1	1
correct go	128.80540000000002	1	1
correct go	130.6724	1	1
correct go	132.4391	1	1
failed stop	134.2449	1	0
correct go	136.50570000000002	1	1
correct go	138.68980000000002	1	1
correct go	140.4395	1	1
correct go	142.8232	1	1
correct stop	144.6064	1	1
failed go	146.4233	1	0
correct go	148.4232	1	1
correct go	150.4401	1	1
correct go	152.48270000000002	1	1
correct go	154.3238	1	1
correct stop	156.4573	1	1
failed go	158.5241	1	0
correct go	160.77380000000002	1	1
correct go	162.941	1	1
failed go	164.80790000000002	1	0
failed go	166.56810000000002	1	0
correct go	168.4747	1	1
failed stop	170.2417	1	0
correct go	172.1677	1	1
correct go	174.6181	1	1
correct go	176.45090000000002	1	1
correct go	178.3356	1	1
correct stop	180.12550000000002	1	1
correct go	181.9362	1	1
correct go	183.71980000000002	1	1
correct go	185.64170000000001	1	1
failed go	187.6044	1	0
failed go	189.72050000000002	1	0
correct go	191.68710000000002	1	1
correct go	193.5711	1	1
failed go	195.5549	1	0
correct go	197.6878	1	1
failed go	199.52040000000002	1	0
correct stop	201.39350000000002	1	1
correct go	203.32150000000001	1	1
correct go	205.2391	1	1
failed go	207.05460000000002	1	0
correct go	209.1054	1	1
correct go	211.1388	1	1
correct go	213.05540000000002	1	1
correct go	214.8556	1	1
correct go	216.7059	1	1
failed stop	218.4892	1	0
correct go	220.2893	1	1
failed go	222.0567	1	0
correct go	224.9239	1	1
correct go	226.9246	1	1
correct go	228.72379999999998	1	1
correct stop	231.09520000000003	1	1
correct go	232.99170000000004	1	1
correct go	235.0077	1	1
correct stop	236.80850000000004	1	1
correct go	238.67579999999998	1	1
correct go	240.4255	1	1
correct go	242.1923	1	1
correct go	244.1759	1	1
correct go	246.07670000000002	1	1
correct stop	248.1098	1	1
correct go	249.9436	1	1
correct go	251.9774	1	1
correct go	253.86130000000003	1	1
failed stop	255.7104	1	0
correct go	257.47790000000003	1	1
correct go	259.4776	1	1
correct stop	261.2787	1	1
correct go	263.0622	1	1
correct go	264.8953	1	1
correct stop	266.71250000000003	1	1
correct go	268.4465	1	1
correct go	270.5294	1	1
correct go	272.2967	1	1
correct stop	274.07980000000003	1	1
correct go	275.8302	1	1
correct go	277.59700000000004	1	1
correct go	279.564	1	1
correct go	282.28090000000003	1	1
correct go	284.0821	1	1
correct go	287.1153	1	1
correct stop	288.9826	1	1
failed go	290.7488	1	0
failed go	292.5162	1	0
failed go	294.2993	1	0
correct go	296.19890000000004	1	1
correct stop	298.0503	1	1
failed go	299.8997	1	0
correct go	301.6501	1	1
correct stop	303.7504	1	1
failed go	305.5165	1	0
correct go	307.30060000000003	1	1
correct go	309.1502	1	1
correct go	310.8838	1	1
correct go	312.9167	1	1
correct go	315.2339	1	1
failed go	317.1511	1	0
correct go	319.068	1	1
correct go	321.3525	1	1
failed go	323.2514	1	0
correct stop	325.1351	1	1
correct go	327.2185	1	1
correct go	329.21840000000003	1	1
correct go	331.1685	1	1
correct go	333.0523	1	1
correct go	334.869	1	1
correct go	336.6218	1	1
failed stop	338.4024	1	0
correct go	340.2192	1	1
correct go	342.086	1	1
correct stop	343.869	1	1
failed go	345.6363	1	0
