trial_type	onset	duration	key_response.corr
failed go	0.05530000000000257	1	0
correct go	1.7893000000000008	1	1
correct stop	3.5397	1	1
correct go	5.408799999999999	1	1
correct go	7.2413000000000025	1	1
correct stop	9.1968	1	1
failed go	11.074199999999998	1	0
failed go	13.240500000000004	1	0
correct go	15.357599999999998	1	1
correct go	17.158900000000003	1	1
failed stop	18.975500000000004	1	0
correct go	20.707900000000002	1	1
correct go	22.5922	1	1
correct go	24.459600000000002	1	1
correct go	26.3089	1	1
correct stop	28.5593	1	1
failed go	30.542700000000004	1	0
correct go	32.26	1	1
correct go	34.244	1	1
correct go	36.0605	1	1
correct go	37.9947	1	1
failed stop	39.9983	1	0
correct go	41.7284	1	1
failed go	43.5948	1	0
failed go	45.395100000000006	1	0
failed go	47.245200000000004	1	0
failed go	48.9956	1	0
correct go	51.529199999999996	1	1
correct go	53.5795	1	1
correct go	55.46360000000001	1	1
correct stop	57.312999999999995	1	1
correct go	59.230799999999995	1	1
correct go	61.0806	1	1
correct go	62.84760000000001	1	1
failed go	64.73060000000001	1	0
failed go	66.4811	1	0
failed go	68.33179999999999	1	0
failed go	70.1985	1	0
failed go	72.1979	1	0
failed go	73.93209999999999	1	0
failed go	75.66550000000001	1	0
correct stop	77.399	1	1
correct go	80.1002	1	1
correct go	81.8665	1	1
correct go	83.7507	1	1
correct go	85.6839	1	1
failed stop	87.53370000000001	1	0
correct go	89.3341	1	1
correct go	91.13419999999999	1	1
correct go	92.88480000000001	1	1
correct go	94.8518	1	1
failed stop	96.68469999999999	1	0
correct go	98.61840000000001	1	1
correct go	100.6028	1	1
correct stop	102.3358	1	1
correct go	104.1027	1	1
correct go	106.0188	1	1
correct go	108.0026	1	1
correct go	109.786	1	1
failed stop	111.55330000000001	1	0
correct go	113.2869	1	1
failed go	115.036	1	0
correct go	117.2867	1	1
failed go	119.2202	1	0
correct stop	121.00379999999998	1	1
failed go	123.58689999999999	1	0
failed go	125.62099999999998	1	0
failed go	128.17149999999998	1	0
failed go	130.0374	1	0
failed go	131.954	1	0
correct go	133.7881	1	1
correct stop	135.5879	1	1
correct go	137.75469999999999	1	1
correct go	139.655	1	1
correct go	141.7711	1	1
correct go	144.1389	1	1
correct go	146.12189999999998	1	1
correct go	148.1217	1	1
correct go	149.9391	1	1
correct go	151.6892	1	1
correct go	153.5062	1	1
correct go	155.4906	1	1
correct go	157.3268	1	1
failed stop	159.6729	1	0
correct go	161.5059	1	1
correct go	163.2569	1	1
correct go	165.5403	1	1
correct go	167.5899	1	1
correct go	170.1572	1	1
correct go	172.0565	1	1
correct go	174.0075	1	1
correct go	176.6409	1	1
correct stop	178.5078	1	1
correct go	180.2913	1	1
correct go	182.05769999999998	1	1
correct go	183.8243	1	1
correct go	185.65779999999998	1	1
correct stop	187.4249	1	1
failed go	189.1918	1	0
correct go	191.24179999999998	1	1
correct go	193.0588	1	1
failed stop	195.34199999999998	1	0
correct go	197.5592	1	1
correct go	199.29219999999998	1	1
correct go	201.04919999999998	1	1
correct go	202.8093	1	1
correct go	204.676	1	1
correct go	206.4097	1	1
correct stop	208.1765	1	1
correct go	210.04319999999998	1	1
correct go	211.9093	1	1
correct go	213.8435	1	1
correct go	216.5931	1	1
correct go	218.5605	1	1
correct go	220.8939	1	1
correct go	222.9604	1	1
correct go	224.7773	1	1
correct stop	226.535	1	1
failed go	228.5205	1	0
failed go	230.2533	1	0
failed go	232.25379999999998	1	0
failed go	234.1538	1	0
failed go	236.15429999999998	1	0
failed go	237.904	1	0
correct stop	239.6725	1	1
correct go	241.55599999999998	1	1
correct go	243.4067	1	1
correct go	245.1454	1	1
correct go	246.90589999999997	1	1
failed stop	248.9644	1	0
correct go	250.79019999999997	1	1
correct go	252.596	1	1
failed stop	254.44580000000002	1	0
correct go	256.1742	1	1
correct go	257.9231	1	1
correct go	259.9082	1	1
failed stop	261.8409	1	0
correct go	263.59	1	1
correct go	265.4249	1	1
correct go	267.29179999999997	1	1
correct go	269.4128	1	1
correct go	271.675	1	1
failed stop	273.54179999999997	1	0
correct go	275.4078	1	1
correct go	277.1919	1	1
correct go	279.0593	1	1
correct go	280.9256	1	1
failed stop	283.1314	1	0
correct go	285.0597	1	1
correct go	286.8935	1	1
correct go	288.64459999999997	1	1
correct stop	290.5267	1	1
correct go	292.3108	1	1
correct go	294.2443	1	1
failed stop	296.0948	1	0
correct go	298.1444	1	1
correct go	299.9115	1	1
correct go	302.3283	1	1
correct go	304.1785	1	1
correct stop	306.2629	1	1
correct go	309.0293	1	1
correct go	310.7967	1	1
correct go	312.6804	1	1
correct go	314.7632	1	1
correct go	316.747	1	1
correct go	318.7971	1	1
correct go	320.6307	1	1
failed stop	322.4496	1	0
correct go	324.19849999999997	1	1
correct go	326.2645	1	1
correct go	327.9988	1	1
correct go	329.8822	1	1
failed go	331.7658	1	0
correct stop	334.0998	1	1
correct go	336.1659	1	1
correct go	338.3669	1	1
correct go	340.1836	1	1
correct go	342.1005	1	1
correct go	344.36719999999997	1	1
correct go	346.8345	1	1
