trial_type	onset	duration	key_response.corr
correct go	0.04720000000000013	1	1
correct stop	2.094700000000003	1	1
correct go	3.861600000000003	1	1
correct go	5.795400000000001	1	1
correct go	7.579000000000001	1	1
correct go	9.328899999999997	1	1
correct stop	11.079999999999998	1	1
correct go	13.146	1	1
correct go	14.896700000000003	1	1
correct go	16.714	1	1
correct go	18.530099999999997	1	1
failed stop	20.3641	1	0
correct go	22.497	1	1
correct go	24.6141	1	1
correct go	27.0482	1	1
correct go	28.998199999999997	1	1
correct go	30.898899999999998	1	1
correct go	33.1654	1	1
correct go	34.932199999999995	1	1
correct stop	36.765100000000004	1	1
correct go	38.5325	1	1
correct go	40.299099999999996	1	1
correct go	42.5663	1	1
correct go	45.049800000000005	1	1
correct go	47.1331	1	1
correct go	49.4002	1	1
failed stop	51.2328	1	0
correct go	53.1336	1	1
correct go	54.916799999999995	1	1
correct go	56.7004	1	1
failed stop	58.7174	1	0
correct go	61.001099999999994	1	1
correct go	63.0176	1	1
correct go	65.1514	1	1
correct go	67.1179	1	1
correct stop	68.9515	1	1
correct go	71.3349	1	1
correct go	73.1508	1	1
correct go	75.0511	1	1
correct stop	76.802	1	1
correct go	78.6685	1	1
correct go	80.7064	1	1
correct go	82.8357	1	1
failed stop	85.2524	1	0
correct go	87.0856	1	1
correct go	89.2696	1	1
correct go	91.5522	1	1
correct stop	93.6864	1	1
correct go	95.4365	1	1
correct go	97.1699	1	1
failed stop	99.3035	1	0
correct go	101.11980000000001	1	1
correct go	102.9206	1	1
correct go	104.8539	1	1
correct go	106.5862	1	1
correct stop	108.3875	1	1
correct go	110.15400000000001	1	1
correct go	112.021	1	1
correct go	114.63780000000001	1	1
correct go	116.90400000000001	1	1
correct go	118.6381	1	1
correct go	120.47160000000001	1	1
correct go	122.28760000000001	1	1
correct go	124.0217	1	1
correct go	125.75519999999999	1	1
correct go	127.48870000000001	1	1
correct go	129.3388	1	1
correct go	131.1547	1	1
correct go	133.5226	1	1
failed go	135.2892	1	0
correct go	137.08859999999999	1	1
correct stop	138.9894	1	1
correct go	140.77300000000002	1	1
correct go	142.5396	1	1
correct go	144.35649999999998	1	1
correct go	146.17340000000002	1	1
correct go	148.12349999999998	1	1
correct go	149.92340000000002	1	1
correct stop	151.83999999999997	1	1
correct go	153.5831	1	1
correct go	155.45639999999997	1	1
correct go	157.19009999999997	1	1
correct go	158.9343	1	1
correct go	160.7341	1	1
failed stop	162.66660000000002	1	0
correct go	164.46710000000002	1	1
correct go	166.2002	1	1
correct go	167.9676	1	1
correct go	169.9674	1	1
correct go	171.7337	1	1
correct go	173.4577	1	1
correct go	175.2181	1	1
correct go	177.4352	1	1
correct go	179.26940000000002	1	1
correct go	181.3032	1	1
correct go	184.3367	1	1
correct stop	186.3555	1	1
correct go	188.4216	1	1
correct go	190.45350000000002	1	1
correct go	192.2862	1	1
correct go	194.62	1	1
correct go	196.6264	1	1
correct go	198.55450000000002	1	1
correct go	200.3209	1	1
correct stop	202.3381	1	1
correct go	204.14569999999998	1	1
failed go	206.1553	1	0
failed stop	208.32440000000003	1	0
correct go	210.19439999999997	1	1
correct go	212.10520000000002	1	1
correct go	213.9563	1	1
correct go	215.70620000000002	1	1
correct go	217.65660000000003	1	1
correct stop	219.4081	1	1
failed go	221.1898	1	0
correct go	223.15640000000002	1	1
correct go	224.8911	1	1
correct go	226.70939999999996	1	1
correct go	228.51319999999998	1	1
failed stop	230.5075	1	0
correct go	233.1254	1	1
correct stop	234.9635	1	1
correct go	237.0263	1	1
correct go	239.6592	1	1
correct go	241.3929	1	1
failed stop	243.27609999999999	1	0
correct go	245.00979999999998	1	1
correct go	247.2769	1	1
correct go	249.11039999999997	1	1
failed stop	251.313	1	0
failed go	253.0946	1	0
correct go	255.0609	1	1
correct go	256.9285	1	1
failed stop	258.6987	1	0
correct go	260.4454	1	1
correct go	262.1959	1	1
correct go	264.0621	1	1
correct go	265.9124	1	1
correct stop	267.8293	1	1
correct go	270.01349999999996	1	1
correct go	271.7632	1	1
correct go	273.53229999999996	1	1
correct go	275.3152	1	1
failed stop	277.1475	1	0
failed go	280.1808	1	0
correct go	282.01419999999996	1	1
correct go	283.9647	1	1
correct go	285.74899999999997	1	1
correct go	288.0157	1	1
correct go	290.6327	1	1
correct go	292.41569999999996	1	1
correct go	294.3653	1	1
correct go	296.53299999999996	1	1
correct stop	298.38329999999996	1	1
correct go	300.4	1	1
correct go	302.2161	1	1
correct go	303.95	1	1
failed stop	305.7498	1	0
correct go	307.567	1	1
correct go	309.5503	1	1
correct go	311.28389999999996	1	1
correct go	313.10089999999997	1	1
correct go	315.0338	1	1
correct go	316.8668	1	1
correct go	318.65119999999996	1	1
correct go	321.0345	1	1
correct go	322.8014	1	1
correct go	324.5685	1	1
correct go	326.43489999999997	1	1
failed stop	328.31829999999997	1	0
correct go	330.0684	1	1
correct go	331.88509999999997	1	1
correct go	333.7852	1	1
correct go	335.55219999999997	1	1
correct stop	337.3689	1	1
correct go	339.1858	1	1
correct go	341.80199999999996	1	1
correct go	343.7195	1	1
correct go	345.6525	1	1
correct go	347.553	1	1
