trial_type	onset	duration	key_response.corr
correct go	0.06330000000000169	1	1
correct stop	1.8122000000000007	1	1
correct go	3.6115999999999993	1	1
correct go	5.578600000000002	1	1
correct go	7.3454000000000015	1	1
correct go	9.761300000000002	1	1
correct stop	11.578599999999998	1	1
correct go	13.4952	1	1
correct go	15.262600000000003	1	1
correct stop	17.162699999999997	1	1
correct go	19.496399999999998	1	1
correct go	21.229499999999998	1	1
correct go	23.746399999999998	1	1
correct go	25.712999999999997	1	1
correct go	28.2803	1	1
correct go	30.062900000000003	1	1
correct go	32.847300000000004	1	1
correct go	34.697100000000006	1	1
correct stop	36.5633	1	1
correct go	38.8475	1	1
correct go	40.964600000000004	1	1
correct go	42.8638	1	1
correct go	44.7144	1	1
correct go	46.4482	1	1
correct go	48.3142	1	1
correct go	50.131299999999996	1	1
correct go	52.0149	1	1
correct go	53.748599999999996	1	1
failed stop	55.5985	1	0
correct go	57.6489	1	1
correct go	59.48219999999999	1	1
correct go	61.2405	1	1
correct stop	63.165099999999995	1	1
correct go	64.9824	1	1
correct go	67.199	1	1
failed stop	69.3925	1	0
correct go	71.2586	1	1
correct stop	73.4255	1	1
correct go	75.4829	1	1
correct go	77.2409	1	1
correct go	79.0833	1	1
correct go	80.94369999999999	1	1
failed stop	82.87559999999999	1	0
correct go	84.6168	1	1
correct go	86.35979999999999	1	1
correct go	88.0998	1	1
failed stop	89.9176	1	0
correct go	91.7264	1	1
correct go	93.5281	1	1
correct go	95.29339999999999	1	1
failed stop	97.0789	1	0
correct go	99.3278	1	1
correct go	101.8611	1	1
correct go	104.3283	1	1
correct go	106.128	1	1
correct stop	108.2015	1	1
correct go	110.0954	1	1
correct go	111.96300000000001	1	1
correct go	113.6967	1	1
correct go	115.4301	1	1
correct go	117.3294	1	1
correct go	119.19709999999999	1	1
correct go	121.2326	1	1
correct go	124.01530000000001	1	1
correct go	125.74730000000001	1	1
correct go	127.7813	1	1
correct stop	130.0865	1	1
correct go	131.9147	1	1
correct go	134.2992	1	1
correct go	136.03240000000002	1	1
correct stop	137.81570000000002	1	1
correct go	139.55	1	1
correct go	141.3664	1	1
correct go	143.18370000000002	1	1
correct go	144.9171	1	1
failed stop	146.7503	1	0
correct go	149.65060000000003	1	1
correct go	151.5841	1	1
correct go	153.3677	1	1
failed stop	155.2845	1	0
correct go	157.03500000000003	1	1
correct go	158.8521	1	1
correct go	160.6353	1	1
correct go	162.4524	1	1
correct stop	164.51940000000002	1	1
correct go	166.30270000000002	1	1
correct go	168.2529	1	1
correct go	170.1697	1	1
correct stop	171.9205	1	1
correct go	173.67100000000002	1	1
correct go	176.0543	1	1
correct go	177.8206	1	1
correct go	180.05450000000002	1	1
correct go	182.98850000000002	1	1
correct go	185.8887	1	1
correct go	188.0063	1	1
correct go	189.82330000000002	1	1
correct go	192.49	1	1
correct go	194.30620000000002	1	1
correct stop	196.10680000000002	1	1
correct go	198.00730000000001	1	1
correct go	199.79080000000002	1	1
correct go	202.0405	1	1
correct go	204.00740000000002	1	1
correct stop	205.75830000000002	1	1
correct go	207.54180000000002	1	1
correct go	209.8915	1	1
correct go	211.7748	1	1
correct stop	213.6755	1	1
correct go	215.6091	1	1
correct go	217.6587	1	1
failed stop	219.64260000000002	1	0
correct go	221.42600000000002	1	1
correct go	223.6423	1	1
correct go	225.42610000000002	1	1
failed stop	227.2092	1	0
correct go	229.05980000000002	1	1
correct go	230.7929	1	1
correct go	232.7424	1	1
failed stop	234.74300000000002	1	0
correct go	236.52630000000002	1	1
correct go	238.30960000000002	1	1
correct go	240.0438	1	1
correct go	241.9603	1	1
correct go	243.6939	1	1
correct go	245.4979	1	1
correct go	247.26090000000002	1	1
correct go	249.07740000000004	1	1
correct go	250.99390000000002	1	1
correct go	252.72729999999999	1	1
correct go	254.5112	1	1
correct go	256.2949	1	1
correct go	259.0617	1	1
failed go	260.96139999999997	1	0
correct stop	262.71139999999997	1	1
correct go	264.5618	1	1
correct go	266.4788	1	1
correct go	268.26189999999997	1	1
correct go	270.0959	1	1
correct stop	271.82919999999996	1	1
correct go	273.6121	1	1
correct go	275.3623	1	1
correct go	277.1294	1	1
correct go	278.9466	1	1
correct go	280.7301	1	1
correct go	282.5301	1	1
correct go	284.2797	1	1
correct go	286.1131	1	1
correct go	288.0302	1	1
correct go	289.8143	1	1
correct go	291.7803	1	1
correct go	293.59639999999996	1	1
correct go	296.01439999999997	1	1
correct go	298.2973	1	1
correct go	300.048	1	1
correct go	302.3644	1	1
failed stop	304.465	1	0
correct go	306.2209	1	1
correct go	307.9982	1	1
correct go	309.7485	1	1
correct go	311.66519999999997	1	1
failed stop	313.70689999999996	1	0
correct go	315.4824	1	1
correct go	317.9581	1	1
correct go	319.8327	1	1
correct go	322.11539999999997	1	1
correct go	323.9828	1	1
correct go	326.1327	1	1
correct go	328.3157	1	1
correct go	330.2824	1	1
correct go	332.2935	1	1
failed stop	334.1334	1	0
correct go	335.94989999999996	1	1
correct go	337.9094	1	1
correct go	339.8762	1	1
correct go	341.6927	1	1
correct go	343.6764	1	1
correct go	345.4432	1	1
correct stop	347.24359999999996	1	1
correct go	349.09299999999996	1	1
